collection,publication,year,issue_or_edition,filename,source_url,notes
long-trail-news,Long Trail News,1952,November 1952,1952_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1952_11_Nov.pdf,
long-trail-news,Long Trail News,1953,February 1953,1953_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1953_02_Feb.pdf,
long-trail-news,Long Trail News,1953,May 1953,1953_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1953_05_May.pdf,
long-trail-news,Long Trail News,1953,August 1953,1953_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1953_08_Aug.pdf,
long-trail-news,Long Trail News,1953,November 1953,1953_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1953_11_Nov.pdf,
long-trail-news,Long Trail News,1954,February 1954,1954_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1954_02_Feb.pdf,
long-trail-news,Long Trail News,1954,May 1954,1954_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1954_05_May.pdf,
long-trail-news,Long Trail News,1954,August 1954,1954_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1954_08_Aug.pdf,
long-trail-news,Long Trail News,1954,November 1954,1954_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1954_11_Nov.pdf,
long-trail-news,Long Trail News,1955,February 1955,1955_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1955_02_Feb.pdf,
long-trail-news,Long Trail News,1955,May 1955,1955_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1955_05_May.pdf,
long-trail-news,Long Trail News,1955,August 1955,1955_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1955_08_Aug.pdf,
long-trail-news,Long Trail News,1955,November 1955,1955_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1955_11_Nov.pdf,
long-trail-news,Long Trail News,1956,February 1956,1956_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1956_02_Feb.pdf,
long-trail-news,Long Trail News,1956,May 1956,1956_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1956_05_May.pdf,
long-trail-news,Long Trail News,1956,August 1956,1956_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1956_08_Aug.pdf,
long-trail-news,Long Trail News,1956,November 1956,1956_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1956_11_Nov.pdf,
long-trail-news,Long Trail News,1957,February 1957,1957_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1957_02_Feb.pdf,
long-trail-news,Long Trail News,1957,May 1957,1957_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1957_05_May.pdf,
long-trail-news,Long Trail News,1957,August 1957,1957_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1957_08_Aug.pdf,
long-trail-news,Long Trail News,1957,November 1957,1957_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1957_11_Nov.pdf,
long-trail-news,Long Trail News,1958,February 1958,1958_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1958_02_Feb.pdf,
long-trail-news,Long Trail News,1958,May 1958,1958_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1958_05_May.pdf,
long-trail-news,Long Trail News,1958,August 1958,1958_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1958_08_Aug.pdf,
long-trail-news,Long Trail News,1958,November 1958,1958_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1958_11_Nov.pdf,
long-trail-news,Long Trail News,1959,February 1959,1959_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1959_02_Feb.pdf,
long-trail-news,Long Trail News,1959,May 1959,1959_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1959_05_May.pdf,
long-trail-news,Long Trail News,1959,August 1959,1959_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1959_08_Aug.pdf,
long-trail-news,Long Trail News,1959,November 1959,1959_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1959_11_Nov.pdf,
long-trail-news,Long Trail News,1960,February 1960,1960_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1960_02_Feb.pdf,
long-trail-news,Long Trail News,1960,May 1960,1960_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1960_05_May.pdf,
long-trail-news,Long Trail News,1960,August 1960,1960_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1960_08_Aug.pdf,
long-trail-news,Long Trail News,1960,November 1960,1960_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1960_11_Nov.pdf,
long-trail-news,Long Trail News,1961,February 1961,1961_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1961_02_Feb.pdf,
long-trail-news,Long Trail News,1961,May 1961,1961_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1961_05_May.pdf,
long-trail-news,Long Trail News,1961,August 1961,1961_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1961_08_Aug.pdf,
long-trail-news,Long Trail News,1961,November 1961,1961_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1961_11_Nov.pdf,
long-trail-news,Long Trail News,1962,February 1962,1962_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1962_02_Feb.pdf,
long-trail-news,Long Trail News,1962,May 1962,1962_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1962_05_May.pdf,
long-trail-news,Long Trail News,1962,August 1962,1962_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1962_08_Aug.pdf,
long-trail-news,Long Trail News,1962,November 1962,1962_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1962_11_Nov.pdf,
long-trail-news,Long Trail News,1963,February 1963,1963_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1963_02_Feb.pdf,
long-trail-news,Long Trail News,1963,May 1963,1963_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1963_05_May.pdf,
long-trail-news,Long Trail News,1963,August 1963,1963_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1963_08_Aug.pdf,
long-trail-news,Long Trail News,1963,November 1963,1963_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1963_11_Nov.pdf,
long-trail-news,Long Trail News,1964,February 1964,1964_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1964_02_Feb.pdf,
long-trail-news,Long Trail News,1964,May 1964,1964_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1964_05_May.pdf,
long-trail-news,Long Trail News,1964,August 1964,1964_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1964_08_Aug.pdf,
long-trail-news,Long Trail News,1964,November 1964,1964_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1964_11_Nov.pdf,
long-trail-news,Long Trail News,1965,February 1965,1965_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1965_02_Feb.pdf,
long-trail-news,Long Trail News,1965,May 1965,1965_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1965_05_May.pdf,
long-trail-news,Long Trail News,1965,August 1965,1965_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1965_08_Aug.pdf,
long-trail-news,Long Trail News,1965,November 1965,1965_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1965_11_Nov.pdf,
long-trail-news,Long Trail News,1966,February 1966,1966_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1966_02_Feb.pdf,
long-trail-news,Long Trail News,1966,May 1966,1966_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1966_05_May.pdf,
long-trail-news,Long Trail News,1966,August 1966,1966_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1966_08_Aug.pdf,
long-trail-news,Long Trail News,1966,November 1966,1966_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1966_11_Nov.pdf,
long-trail-news,Long Trail News,1967,February 1967,1967_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1967_02_Feb.pdf,
long-trail-news,Long Trail News,1967,May 1967,1967_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1967_05_May.pdf,
long-trail-news,Long Trail News,1967,August 1967,1967_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1967_08_Aug.pdf,
long-trail-news,Long Trail News,1967,November 1967,1967_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1967_11_Nov.pdf,
long-trail-news,Long Trail News,1968,February 1968,1968_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1968_02_Feb.pdf,
long-trail-news,Long Trail News,1968,May 1968,1968_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1968_05_May.pdf,
long-trail-news,Long Trail News,1968,August 1968,1968_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1968_08_Aug.pdf,
long-trail-news,Long Trail News,1968,November 1968,1968_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1968_11_Nov.pdf,
long-trail-news,Long Trail News,1969,February 1969,1969_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1969_02_Feb.pdf,
long-trail-news,Long Trail News,1969,May 1969,1969_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1969_05_May.pdf,
long-trail-news,Long Trail News,1969,August 1969,1969_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1969_08_Aug.pdf,
long-trail-news,Long Trail News,1969,November 1969,1969_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1969_11_Nov.pdf,
long-trail-news,Long Trail News,1970,February 1970,1970_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1970_02_Feb.pdf,
long-trail-news,Long Trail News,1970,May 1970,1970_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1970_05_May.pdf,
long-trail-news,Long Trail News,1970,August 1970,1970_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1970_08_Aug.pdf,
long-trail-news,Long Trail News,1970,November 1970,1970_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1970_11_Nov.pdf,
long-trail-news,Long Trail News,1971,February 1971,1971_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1971_02_Feb.pdf,
long-trail-news,Long Trail News,1971,May 1971,1971_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1971_05_May.pdf,
long-trail-news,Long Trail News,1971,August 1971,1971_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1971_08_Aug.pdf,
long-trail-news,Long Trail News,1971,November 1971,1971_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1971_11_Nov.pdf,
long-trail-news,Long Trail News,1972,February 1972,1972_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1972_02_Feb.pdf,
long-trail-news,Long Trail News,1972,May 1972,1972_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1972_05_May.pdf,
long-trail-news,Long Trail News,1972,August 1972,1972_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1972_08_Aug.pdf,
long-trail-news,Long Trail News,1972,November 1972,1972_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1972_11_Nov.pdf,
long-trail-news,Long Trail News,1973,February 1973,1973_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1973_02_Feb.pdf,
long-trail-news,Long Trail News,1973,May 1973,1973_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1973_05_May.pdf,
long-trail-news,Long Trail News,1973,August 1973,1973_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1973_08_Aug.pdf,
long-trail-news,Long Trail News,1973,November 1973,1973_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1973_11_Nov.pdf,
long-trail-news,Long Trail News,1974,February 1974,1974_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1974_02_Feb.pdf,
long-trail-news,Long Trail News,1974,May 1974,1974_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1974_05_May.pdf,
long-trail-news,Long Trail News,1974,August 1974,1974_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1974_08_Aug.pdf,
long-trail-news,Long Trail News,1974,November 1974,1974_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1974_11_Nov.pdf,
long-trail-news,Long Trail News,1975,February 1975,1975_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1975_02_Feb.pdf,
long-trail-news,Long Trail News,1975,May 1975,1975_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1975_05_May.pdf,
long-trail-news,Long Trail News,1975,August 1975,1975_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1975_08_Aug.pdf,
long-trail-news,Long Trail News,1975,November 1975,1975_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1975_11_Nov.pdf,
long-trail-news,Long Trail News,1976,February 1976,1976_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1976_02_Feb.pdf,
long-trail-news,Long Trail News,1976,May 1976,1976_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1976_05_May.pdf,
long-trail-news,Long Trail News,1976,August 1976,1976_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1976_08_Aug.pdf,
long-trail-news,Long Trail News,1976,November 1976,1976_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1976_11_Nov.pdf,
long-trail-news,Long Trail News,1977,February 1977,1977_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1977_02_Feb.pdf,
long-trail-news,Long Trail News,1977,May 1977,1977_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1977_05_May.pdf,
long-trail-news,Long Trail News,1977,August 1977,1977_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1977_08_Aug.pdf,
long-trail-news,Long Trail News,1977,November 1977,1977_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1977_11_Nov.pdf,
long-trail-news,Long Trail News,1978,February 1978,1978_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1978_02_Feb.pdf,
long-trail-news,Long Trail News,1978,May 1978,1978_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1978_05_May.pdf,
long-trail-news,Long Trail News,1978,August 1978,1978_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1978_08_Aug.pdf,
long-trail-news,Long Trail News,1978,November 1978,1978_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1978_11_Nov.pdf,
long-trail-news,Long Trail News,1979,February 1979,1979_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1979_02_Feb.pdf,
long-trail-news,Long Trail News,1979,May 1979,1979_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1979_05_May.pdf,
long-trail-news,Long Trail News,1979,August 1979,1979_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1979_08_Aug.pdf,
long-trail-news,Long Trail News,1979,November 1979,1979_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1979_11_Nov.pdf,
long-trail-news,Long Trail News,1980,February 1980,1980_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1980_02_Feb.pdf,
long-trail-news,Long Trail News,1980,May 1980,1980_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1980_05_May.pdf,
long-trail-news,Long Trail News,1980,August 1980,1980_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1980_08_Aug.pdf,
long-trail-news,Long Trail News,1980,November 1980,1980_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1980_11_Nov.pdf,
long-trail-news,Long Trail News,1981,February 1981,1981_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1981_02_Feb.pdf,
long-trail-news,Long Trail News,1981,May 1981,1981_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1981_05_May.pdf,
long-trail-news,Long Trail News,1981,August 1981,1981_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1981_08_Aug.pdf,
long-trail-news,Long Trail News,1981,November 1981,1981_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1981_11_Nov.pdf,
long-trail-news,Long Trail News,1982,February 1982,1982_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1982_02_Feb.pdf,
long-trail-news,Long Trail News,1982,May 1982,1982_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1982_05_May.pdf,
long-trail-news,Long Trail News,1982,August 1982,1982_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1982_08_Aug.pdf,
long-trail-news,Long Trail News,1982,November 1982,1982_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1982_11_Nov.pdf,
long-trail-news,Long Trail News,1983,February 1983,1983_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1983_02_Feb.pdf,
long-trail-news,Long Trail News,1983,May 1983,1983_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1983_05_May.pdf,
long-trail-news,Long Trail News,1983,August 1983,1983_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1983_08_Aug.pdf,
long-trail-news,Long Trail News,1983,November 1983,1983_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1983_11_Nov.pdf,
long-trail-news,Long Trail News,1984,February 1984,1984_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1984_02_Feb.pdf,
long-trail-news,Long Trail News,1984,May 1984,1984_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1984_05_May.pdf,
long-trail-news,Long Trail News,1984,August 1984,1984_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1984_08_Aug.pdf,
long-trail-news,Long Trail News,1984,November 1984,1984_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1984_11_Nov.pdf,
long-trail-news,Long Trail News,1985,February 1985,1985_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1985_02_Feb.pdf,
long-trail-news,Long Trail News,1985,May 1985,1985_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1985_05_May.pdf,
long-trail-news,Long Trail News,1985,August 1985,1985_09_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1985_09_Aug.pdf,
long-trail-news,Long Trail News,1985,November 1985,1985_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1985_11_Nov.pdf,
long-trail-news,Long Trail News,1986,February 1986,1986_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1986_02_Feb.pdf,
long-trail-news,Long Trail News,1986,May 1986,1986_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1986_05_May.pdf,
long-trail-news,Long Trail News,1986,August 1986,1986_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1986_08_Aug.pdf,
long-trail-news,Long Trail News,1986,November 1986,1986_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1986_11_Nov.pdf,
long-trail-news,Long Trail News,1987,February 1987,1987_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1987_02_Feb.pdf,
long-trail-news,Long Trail News,1987,May 1987,1987_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1987_05_May.pdf,
long-trail-news,Long Trail News,1987,August 1987,1987_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1987_08_Aug.pdf,
long-trail-news,Long Trail News,1987,November 1987,1987_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1987_11_Nov.pdf,
long-trail-news,Long Trail News,1988,February 1988,1988_02_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1988_02_Feb.pdf,
long-trail-news,Long Trail News,1988,May 1988,1988_05_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1988_05_May.pdf,
long-trail-news,Long Trail News,1988,August 1988,1988_08_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1988_08_Aug.pdf,
long-trail-news,Long Trail News,1988,November 1988,1988_11_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1988_11_Nov.pdf,
long-trail-news,Long Trail News,1989,February 1989,1989_01_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1989_01_Feb.pdf,
long-trail-news,Long Trail News,1989,May 1989,1989_02_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1989_02_May.pdf,
long-trail-news,Long Trail News,1989,August 1989,1989_03_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1989_03_Aug.pdf,
long-trail-news,Long Trail News,1989,November 1989,1989_04_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1989_04_Nov.pdf,
long-trail-news,Long Trail News,1990,February 1990,1990_01_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1990_01_Feb.pdf,
long-trail-news,Long Trail News,1990,May 1990,1990_02_May.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1990_02_May.pdf,
long-trail-news,Long Trail News,1990,August 1990,1990_03_Aug.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1990_03_Aug.pdf,
long-trail-news,Long Trail News,1990,November 1990,1990_04_Nov.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1990_04_Nov.pdf,
long-trail-news,Long Trail News,1991,February 1991,1991_01_Feb.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1991_01_Feb.pdf,
long-trail-news,Long Trail News,1991,Summer 1991,1991_02_Summer.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1991_02_Summer.pdf,
long-trail-news,Long Trail News,1991,Fall 1991,1991_03_Fall.pdf,https://gmcmontpelier.org/Archive_Publications/LTN_Archives/LTN_YYYY_NN/1991_03_Fall.pdf,
